symbol,quoteType,shortName,longName,exchange,exchangeTimezoneName,currency,sector,industry,fullTimeEmployees,longBusinessSummary,country,state,city,phone,website,address1,fiftyTwoWeekLow,fiftyTwoWeekHigh,pegRatio,marketCap,enterpriseValue,bookValue,averageVolume,floatShares,sharesOutstanding,enterpriseToRevenue,beta,trailingPE,trailingEps,priceToSalesTrailing12Months,forwardEps,forwardPE,priceToBook,heldPercentInstitutions,debtToEquity,returnOnEquity,returnOnAssets,shortRatio,sharesShort,52WeekChange,enterpriseToEbitda,totalCash,totalDebt,totalRevenue,totalCashPerShare,numberOfAnalystOpinions,currentPrice,targetHighPrice,targetMeanPrice,targetMedianPrice,targetLowPrice,recommendationKey,recommendationMean,revenuePerShare,grossProfits,freeCashflow,ebitda,operatingMargins,revenueGrowth,operatingCashflow,grossMargins,profitMargins,ebitdaMargins
AFL,EQUITY,AFLAC Incorporated,Aflac Incorporated,NYQ,America/New_York,USD,Financial Services,Insurance—Life,12003.0,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates through two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, income support, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical care, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",United States,GA,Columbus,706-323-3431,http://www.aflac.com,1932 Wynnton Road,42.23,57.66,2.4,37713711104.0,40603721728.0,50.62,2780725.0,656758601.0,661528000.0,1.798,0.993766,9.244365,6.167000000000001,1.6700046000000002,5.25,10.859047,1.1262347,0.61245,32.579,0.12836,0.02157,4.89,14244386.0,0.31876016,7.263999999999999,8040999936.0,10931000320.0,22582999040.0,12.155,10.0,57.01,65.0,58.6,58.5,54.0,hold,2.7,33.010999999999996,7821000000.0,3328875008.0,5590000128.0,0.24572,-0.076,5537999872.0,0.40601003,0.18766001,0.24753000000000003
A,EQUITY,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",NYQ,America/New_York,USD,Healthcare,Diagnostics & Research,16700.0,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. The Life Sciences and Applied Markets segment offers liquid and gas chromatography systems and components; liquid and gas chromatography mass spectrometry systems; inductively coupled plasma mass and optical emission spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate readers; laboratory software, information management, and analytics; laboratory automation and robotic systems; dissolution testing; vacuum pumps; and measurement technologies. The Diagnostics and Genomics segment provides arrays for DNA mutation detection, genotyping, gene copy number determination, identification of gene rearrangements, DNA methylation profiling, and gene expression profiling, as well as sequencing target enrichment, genetic data management, and interpretation support software; and equipment to produce synthesized oligonucleotide. It also offers immunohistochemistry, in situ hybridization, and hematoxylin and eosin staining and special staining; instruments, consumables, and software for quality control analysis of nucleic acid samples; and reagents for use in turbidimetry and flow cytometry, as well as develops pharmacodiagnostics. The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and startup, operational, training, compliance support, software as a service, asset management, and consultation services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. It has collaboration agreement with SGS AXYS. The company was incorporated in 1999 and is headquartered in Santa Clara, California.",United States,CA,Santa Clara,800 227 9770,http://www.agilent.com,5301 Stevens Creek Boulevard,105.19,179.57,3.62,48702078976.0,50318024704.0,16.329,1465523.0,301778173.0,302723008.0,8.192,0.9838959999999999,50.149628,3.208,7.929352000000001,4.17,38.580338,9.852409,0.91737,61.545,0.19945998,0.08347,3.36,4632252.0,0.45896435,30.476999999999997,1428000000.0,3044000000.0,6142000128.0,4.717,,160.88,,,,,none,,20.072,2837000000.0,1110875008.0,1651000064.0,0.21784,0.258,1420999936.0,0.53647,0.16118999,0.2688
APD,EQUITY,"Air Products and Chemicals, Inc","Air Products and Chemicals, Inc.",NYQ,America/New_York,USD,Basic Materials,Specialty Chemicals,20000.0,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and services worldwide. The company produces atmospheric gases, including oxygen, nitrogen, argon, and rare gases; process gases, such as hydrogen, helium, carbon dioxide, carbon monoxide, syngas, and specialty gases; and equipment for the production or processing of gases comprising air separation units and non-cryogenic generators for customers in various industries, including refining, chemical, gasification, metals, manufacturing, food and beverage, electronics, magnetic resonance imaging, energy production and refining, and metals. It also designs and manufactures equipment for air separation, hydrocarbon recovery and purification, natural gas liquefaction, and liquid helium and liquid hydrogen transport and storage. Air Products and Chemicals, Inc. has a strategic collaboration with Baker Hughes Company to develop hydrogen compression systems. The company was founded in 1940 and is headquartered in Allentown, Pennsylvania.",United States,PA,Allentown,610-481-4911,http://www.airproducts.com,7201 Hamilton Boulevard,245.75,316.39,2.31,68623147008.0,71111696384.0,61.071999999999996,1028665.0,220850889.0,221364992.0,6.888999999999999,0.806233,32.852905,9.436,6.6475973,11.74,26.405453,5.075976,0.83314,54.211000000000006,0.15413,0.05449,2.32,2361400.0,0.16348898,19.813,5800800256.0,7637199872.0,10323000320.0,26.165,23.0,310.0,370.0,321.87,320.0,269.0,buy,2.3,46.583999999999996,3136900000.0,411449984.0,3589100032.0,0.21968001,0.225,3341900032.0,0.30387,0.20334000000000002,0.34768000000000004
AKAM,EQUITY,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",NMS,America/New_York,USD,Technology,Software—Infrastructure,8411.0,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud and enterprise security solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cyberthreat protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. Akamai Technologies, Inc. has a strategic partnership with Queue-It to deliver a cure for Covid vaccine registration. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.",United States,MA,Cambridge,617-444-3000,http://www.akamai.com,145 Broadway,92.64,124.91,1.61,18118146048.0,19046260736.0,28.213,1255089.0,159849366.0,162480000.0,5.598,0.541818,30.626202000000003,3.641,5.3254957,5.97,18.678392000000002,3.9524333,0.93188006,62.093999999999994,0.13912,0.060760003,8.14,9725423.0,0.09667587,16.796,1917284992.0,2845411072.0,3402151936.0,11.8,13.0,111.51,183.0,134.31,130.0,120.0,buy,2.1,20.881999999999998,2065477000.0,606096512.0,1133944064.0,0.22330999999999998,0.085,1308755968.0,0.63335,0.17767,0.33330002
ALK,EQUITY,"Alaska Air Group, Inc.","Alaska Air Group, Inc.",NYQ,America/New_York,USD,Industrials,Airlines,18819.0,"Alaska Air Group, Inc., through its subsidiaries, provides passenger and cargo air transportation services. The company operates through three segments: Mainline, Regional, and Horizon. It flies to approximately 115 destinations throughout the United States and North America. The company was founded in 1932 and is based in Seattle, Washington.",United States,WA,Seattle,206 392 5040,http://www.alaskaair.com,19300 International Boulevard,45.28,74.25,1.2,6973557248.0,7894538752.0,28.179000000000002,1715457.0,124824463.0,125311000.0,1.5530000000000002,1.641038,535.0961,0.10400000000000001,1.3713976,4.65,11.967742,1.9748748999999999,0.802,116.56700000000001,0.0037200002000000003,-0.033570003,1.78,3244214.0,0.18002546,-21.052,3195000064.0,4116000000.0,5085000192.0,25.497,14.0,55.65,97.0,77.93,78.0,67.0,buy,1.8,40.796,-680000000.0,143500000.0,-375000000.0,-0.15123,1.786,551000000.0,0.061950002000000004,0.0025600002,-0.07375
ALB,EQUITY,Albemarle Corporation,Albemarle Corporation,NYQ,America/New_York,USD,Basic Materials,Specialty Chemicals,5900.0,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide. It operates through three segments: Lithium, Bromine Specialties, and Catalysts. The Lithium segment offers lithium compounds, including lithium carbonate, lithium hydroxide, lithium chloride, and lithium specialties; and reagents, such as butyllithium and lithium aluminum hydride for use in lithium batteries for consumer electronics and electric vehicles, high performance greases, thermoplastic elastomers for car tires, rubber soles, plastic bottles, catalysts for chemical reactions, organic synthesis processes in the areas of steroid chemistry and vitamins, life sciences, pharmaceutical industry, and other markets. It also provides cesium products for the chemical and pharmaceutical industries; zirconium, barium, and titanium products for pyrotechnical applications; technical services for the handling and use of reactive lithium products; and lithium-containing by-products recycling services. The Bromine Specialties segment offers bromine and bromine-based fire safety solutions; specialty chemicals, including elemental bromine, alkyl and inorganic bromides, brominated powdered activated carbon, and other bromine fine chemicals for use in chemical synthesis, oil and gas well drilling and completion fluids, mercury control, water purification, beef and poultry processing, and other industrial applications; and other specialty chemicals, such as tertiary amines, biocides, disinfectants, and sanitizers. The Catalysts segment provides hydroprocessing, isomerization, and akylation catalysts; fluidized catalytic cracking catalysts and additives; and organometallics and curatives. The company serves the energy storage, petroleum refining, consumer electronics, construction, automotive, lubricants, pharmaceuticals, crop protection, and custom chemistry services markets. Albemarle Corporation was founded in 1887 and is headquartered in Charlotte, North Carolina.",United States,NC,Charlotte,980-299-5700,http://www.albemarle.com,4250 Congress Street,122.45,282.87,2.29,32332165120.0,34130833408.0,48.678000000000004,1243212.0,116522450.0,116976000.0,10.302,1.602077,148.12433000000001,1.8659999999999999,9.759475,5.77,47.902946,5.6781296999999995,0.8229700000000001,37.191,0.05707,0.033350002000000004,2.02,2345023.0,1.1439652,42.163999999999994,595049024.0,2192512000.0,3312900096.0,5.087,22.0,276.4,325.0,249.59,277.5,61.0,buy,2.4,29.250999999999998,996853000.0,314732640.0,809470976.0,0.16961999,0.11199999999999999,827785984.0,0.31033,0.06402999999999999,0.24434
ARE,EQUITY,Alexandria Real Estate Equities,"Alexandria Real Estate Equities, Inc.",NYQ,America/New_York,USD,Real Estate,REIT—Office,470.0,"Alexandria Real Estate Equities, Inc. (NYSE:ARE), an S&P 500<sup>Â®</sup> urban office real estate investment trust (""REIT""), is the first, longest-tenured, and pioneering owner, operator, and developer uniquely focused on collaborative life science, technology, and agtech campuses in AAA innovation cluster locations, with a total market capitalization of $31.9 billion as of December 31, 2020, and an asset base in North America of 49.7 million square feet (""SF""). The asset base in North America includes 31.9 million RSF of operating properties and 3.3 million RSF of Class A properties undergoing construction, 7.1 million RSF of near-term and intermediate-term development and redevelopment projects, and 7.4 million SF of future development projects. Founded in 1994, Alexandria pioneered this niche and has since established a significant market presence in key locations, including Greater Boston, San Francisco, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a longstanding and proven track record of developing Class A properties clustered in urban life science, technology, and agtech campuses that provide our innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. Alexandria also provides strategic capital to transformative life science, technology, and agtech companies through our venture capital platform. We believe our unique business model and diligent underwriting ensure a high-quality and diverse tenant base that results in higher occupancy levels, longer lease terms, higher rental income, higher returns, and greater long-term asset value.",United States,CA,Pasadena,626-578-0777,http://www.are.com,26 North Euclid Avenue,154.37,211.7,527.4,31852851200.0,43411058688.0,96.052,641489.0,153357367.0,154964000.0,21.476,0.7698699999999999,31.555113000000002,6.513999999999999,15.757653,2.98,68.97651,2.1399868,0.99255997,56.77,0.06904,0.01324,6.95,3981259.0,0.24327100000000002,34.959,325872000.0,9635125248.0,2021421056.0,2.103,11.0,205.55,235.0,225.95,232.0,200.0,buy,1.7,14.238,1371205000.0,1052533632.0,1241762048.0,0.26455,0.004,934206016.0,0.71079004,0.46395,0.6143
ALGN,EQUITY,"Align Technology, Inc.","Align Technology, Inc.",NMS,America/New_York,USD,Healthcare,Medical Devices,21590.0,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry. It operates in two segments, Clear Aligner; and Scanners and Services. The Clear Aligner segment consists of comprehensive products, including Invisalign comprehensive treatment that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign moderate, lite and express packages, and Invisalign go; and non-case products include retention products, Invisalign training fees, and sales of ancillary products, such as cleaning material, and adjusting tools used by dental professionals during the course of treatment. The Scanners and Services segment offers iTero scanner, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers. This segment also provides computer-aided design and computer-aided manufacturing services; ancillary products, such as disposable sleeves for the wand; iTero model and dies; third party scanners and digital scans; Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan. The company sells its products in the United States, Switzerland, China, and internationally. Align Technology, Inc. was incorporated in 1997 and is headquartered in Tempe, Arizona.",United States,AZ,Tempe,408 470 1000,http://www.aligntech.com,410 North Scottsdale Road,439.71,737.45,1.43,54235164672.0,53093838848.0,44.6,598267.0,73857727.0,78853104.0,14.136,1.567272,74.132355,9.277999999999999,14.439588,13.57,50.685337,15.421525,0.86474997,2.745,0.22596,0.120299995,1.65,1250751.0,0.5044732,49.5,1237821952.0,96522000.0,3756005120.0,15.698,12.0,687.8,860.0,761.83,750.0,550.0,buy,2.0,47.58,1763235000.0,781198528.0,1072601984.0,0.2579,0.384,1281112960.0,0.74581003,0.19702999999999998,0.28557
ALLE,EQUITY,Allegion plc,Allegion plc,NYQ,America/New_York,USD,Industrials,Security & Protection Services,11500.0,"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers door closers and controls; doors and door systems; electronic security products; electronic, biometric, and mobile access control systems; exit devices; locks, locksets, portable locks, and key systems; time, attendance, and workforce productivity systems; and other accessories. The company sells its products and solutions to end-users in commercial, institutional, and residential facilities, including education, healthcare, government, hospitality, commercial office, and single and multi-family residential markets under the CISA, Interflex, LCN, Schlage, SimonsVoss, and Von Duprin brands. It sells its products and solutions through distribution and retail channels, such as specialty distribution, e-commerce, and wholesalers, as well as through various retail channels comprising do-it-yourself home improvement centers, on-line and e-commerce platforms, and small specialty showroom outlets. Allegion plc was incorporated in 2013 and is headquartered in Dublin, Ireland.",Ireland,,Dublin,353 1 254 6200,http://www.allegion.com,Iveagh Court,106.52,148.7,3.19,12125091840.0,13147186176.0,9.635,737139.0,89320933.0,89695904.0,4.556,1.133506,26.578841999999998,5.086,4.202077,5.73,23.591621,14.030098,0.92266,175.49599999999998,0.5475899999999999,0.12361,1.55,1176147.0,0.14307463,19.426,503900000.0,1522599936.0,2885499904.0,5.617999999999999,11.0,135.18,170.0,151.27,152.0,130.0,buy,2.5,31.858,1184000000.0,474537504.0,676800000.0,0.21056999999999998,-0.016,557299968.0,0.43095002,0.16063,0.23455
LNT,EQUITY,Alliant Energy Corporation,Alliant Energy Corporation,NMS,America/New_York,USD,Utilities,Utilities—Regulated Electric,3375.0,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services in the Midwest region of the United States. It operates in three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other. The company, through its subsidiary, Interstate Power and Light Company (IPL), primarily generates and distributes electricity, and distributes and transports natural gas to retail customers in Iowa; sells electricity to wholesale customers in Minnesota, Illinois, and Iowa; and generates and distributes steam in Cedar Rapids, Iowa. Alliant Energy Corporation, through its other subsidiary, Wisconsin Power and Light Company (WPL), generates and distributes electricity, and distributes and transports natural gas to retail customers in Wisconsin; and sells electricity to wholesale customers in Wisconsin. As of December 31, 2020, IPL supplied electric and natural gas service to approximately 495,000 and 225,000 retail customers respectively; and WPL supplied electric and natural gas service to approximately 480,000 and 195,000 retail customers, respectively. It serves retail customers in the farming, agriculture, industrial manufacturing, chemical, and packaging and food industries. In addition, the company owns and operates a short-line rail freight service in Iowa; a barge, rail, and truck freight terminal on the Mississippi River; and a rail-served warehouse in Cedar Rapids, Iowa, as well as offers freight brokerage and logistics management services. Further, it holds interests in a 347 megawatt (MW) natural gas-fired electric generating unit near Sheboygan Falls, Wisconsin; and a 225 MW wind farm located in Oklahoma. The company was incorporated in 1981 and is headquartered in Madison, Wisconsin.",United States,WI,Madison,608 458 3311,http://www.alliantenergy.com,4902 N. Biltmore Lane,45.99,62.35,3.61,13842459648.0,21413447680.0,23.905,1026653.0,249905130.0,250360992.0,6.017,0.365194,21.81926,2.5340000000000003,3.8894238,2.74,20.178832999999997,2.3129053,0.77513003,119.499,0.10500999999999999,0.02617,3.14,3376208.0,-0.02037561,15.23,20000000.0,7391000064.0,3559000064.0,0.08,9.0,55.29,63.0,59.56,61.0,55.0,buy,2.5,14.229000000000001,1463000000.0,-421124992.0,1406000000.0,0.21101,0.113,542000000.0,0.43102002,0.17841999,0.39505002
