,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
456,354.52,379.03,414.98,258,"1000 REMINGTON BLVD, SUITE 120, BOLINGBROOK, IL, US",428.64,Common Stock,1.668,34.53,1403568,USA,USD,"Ulta Beauty, Inc., formerly known as Ulta Salon, Cosmetics & Fragrance Inc., is an American chain of beauty stores headquartered in Bolingbrook, Illinois. Ulta Beauty carries cosmetics and skincare brands, men's and women's fragrances, nail products, bath and body products, beauty tools and haircare products.",12.96,2012-05-15,None,0,1396795000,12.96,17.7,2.95,2012-03-16,NASDAQ,January,23.87,2334459000,"RETAIL-RETAIL STORES, NEC",,2021-07-31,21549255000,Ulta Beauty Inc,,0.146,0.683,30.6,11.44,2.814,0.095,31.57,0.602,0.133,0.399,137.25,7656460000,TRADE & SERVICES,54358000,ULTA,30.6
457,58.63,61.01,63.01,41.02,"U.S. BANCORP, 800 NICOLLET MALL, MINNEAPOLIS, MN, US",66.52,Common Stock,1.102,32.22,36104,USA,USD,"U.S. Bancorp is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions.",4.983,2021-10-15,1.72,0.0283,None,4.983,-,-,2021-09-29,NYSE,December,13.68,19242000000,NATIONAL COMMERCIAL BANKS,,2021-09-30,89709396000,U.S. Bancorp,,0.432,1.354,12.14,1.886,3.835,0.334,0.313,0.143,0.0141,0.146,15.65,23391001000,FINANCE,1482800000,USB,12.14
467,56.4,54.96,60.6,44.32,"353 N. CLARK STREET, SUITE 3300, CHICAGO, IL, US",62.4,Common Stock,1.205,27.75,740260,USA,USD,"Ventas, Inc. is a real estate investment trust specializing in the ownership and management of health care facilities in the United States, Canada and the United Kingdom.",0.529,2021-10-14,1.8,0.0328,1459146000,0.529,18.88,9.12,2021-09-30,NYSE,December,2000,1836296000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,21779042000,Ventas Inc,,0.155,129.08,103.14,1.977,5.79,0.0533,3.649,0.064,0.0148,0.0189,9.99,3760435000,REAL ESTATE & CONSTRUCTION,399176000,VTR,103.14
468,219.5,216.19,237.93,184.6,"12061 BLUEMONT WAY, ATTN: GENERAL COUNSEL, RESTON, VA, US",252.25,Common Stock,0.845,-12.02,1014473,USA,USD,"Verisign Inc. is an American company based in Reston, Virginia, United States that operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers. Verisign also offers a range of security services, including managed DNS, distributed denial-of-service (DDoS) attack mitigation and cyber-threat reporting.",5.42,2011-05-18,None,0,896697000,5.42,29.66,20.26,2011-05-05,NASDAQ,December,37.45,1084875000,SERVICES-COMPUTER PROGRAMMING SERVICES,,2021-09-30,26219962000,VeriSign Inc,,0.649,7.39,43.51,-,20.05,0.468,-0.06,0.051,0.297,0,11.6,1307552000,TECHNOLOGY,111078000,VRSN,43.51
469,191.04,208.97,217.99,159.03,"545 WASHINGTON BOULEVARD, JERSEY CITY, NJ, US",228.54,Common Stock,0.767,16.82,1442145,USA,USD,"Verisk Analytics, Inc. is an American data analytics and risk assessment firm based in Jersey City, New Jersey, with customers in insurance, natural resources, financial services, government, and risk management sectors. The company uses proprietary data sets and industry expertise to provide predictive analytics and decision support consultations in areas including fraud prevention, actuarial science, insurance coverage, fire protection, catastrophe and weather risk, and data management.",4.28,2021-12-31,1.14,0.0054,1319500000,4.28,26.0,12.71,2021-12-14,NASDAQ,December,36.1,1790700000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,,2021-09-30,34751144000,Verisk Analytics Inc,,0.36,3.04,50.38,12.65,11.8,0.238,0.107,0.08,0.089,0.272,18.17,2946000000,TECHNOLOGY,161161000,VRSK,50.38
470,55.4,53.06,59.27,50.86,"1095 AVENUE OF THE AMERICAS, NEW YORK, NY, US",60.15,Common Stock,0.408,18.61,732712,USA,USD,"Verizon Communications Inc. is an American multinational telecommunications conglomerate and a corporate component of the Dow Jones Industrial Average. The company is headquartered at 1095 Avenue of the Americas in Midtown Manhattan, New York City, but is incorporated in Delaware.",5.32,2021-11-01,2.522,0.0481,50295001000,5.32,7.75,2.87,2021-10-07,NYSE,December,9.71,77091000000,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),,2021-09-30,216695980000,Verizon Communications Inc,,0.253,2.979,9.84,2.818,1.614,0.164,0.473,0.043,0.0652,0.312,32.41,134238003000,TECHNOLOGY,4140160000,VZ,9.84
471,196.68,183.78,242.99,176.36,"50 NORTHERN AVENUE, BOSTON, MA, US",258.68,Common Stock,0.604,37.2,875320,USA,USD,"Vertex Pharmaceuticals, Inc. is an American biopharmaceutical company based in Boston, Massachusetts.",8.34,None,None,0,2770692000,8.34,14.04,5.78,None,NASDAQ,December,14.08,3639846000,PHARMACEUTICAL PREPARATIONS,,2021-09-30,47618855000,Vertex Pharmaceuticals Incorporated,,0.372,0.284,22.46,4.958,6.68,0.305,0.296,0.29,0.139,0.246,27.56,7129659000,LIFE SCIENCES,254252000,VRTX,22.46
481,50.01,48.26,56.01,36.0,"108 WILMOT ROAD, DEERFIELD, IL, US",52.91,Common Stock,0.506,27.06,1618921,USA,USD,"Walgreens Boots Alliance, Inc. is an American pharmaceuticals holding company headquartered in Deerfield, Illinois. It owns the pharmacy chains Walgreens and Boots, as well as several pharmaceutical manufacturing, wholesale, and distribution companies.",2.933,2021-12-10,1.88,0.038,5666000000,2.933,15.31,0.563,2021-11-12,NASDAQ,August,9.98,28067000000,RETAIL-DRUG STORES AND PROPRIETARY STORES,,2021-08-31,42882421000,Walgreens Boots Alliance Inc,,0.03,12.0,16.89,1.81,0.324,0.0192,0.679,0.128,0.0295,0.0864,153.22,132509000000,TRADE & SERVICES,865612000,WBA,16.89
482,176.82,172.83,203.02,140.86,"500 SOUTH BUENA VISTA STREET, BURBANK, CA, US",209.03,Common Stock,1.169,49.72,1744489,USA,USD,"The Walt Disney Company, commonly known as Disney, is an American diversified multinational mass media and entertainment conglomerate headquartered at the Walt Disney Studios complex in Burbank, California.",1.094,2020-01-16,0.88,0.0054,8770000000,1.094,39.11,5.26,2019-12-13,NYSE,September,34.13,3659000000,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,,2021-09-30,290068464000,The Walt Disney Company,,0.0543,1.018,145.91,3.396,4.303,0.0296,0.942,0.26,0.0113,0.0254,37.12,67418001000,TRADE & SERVICES,1817130000,DIS,145.91
483,148.05,156.63,164.82,107.75,"1001 FANNIN STREET, HOUSTON, TX, US",164.73,Common Stock,0.835,17.15,823768,USA,USD,"Waste Management, Inc. is an American waste management, comprehensive waste, and environmental services company in North America. Founded in 1968, the company is headquartered 800 Capitol in Houston, Texas.",4.12,2021-09-17,2.27,0.0141,4932000000,4.12,17.64,4.641,2021-09-02,NYSE,December,28.99,5877000000,REFUSE SYSTEMS,,2021-09-30,68177142000,Waste Management Inc,,0.174,2.888,39.56,9.4,3.936,0.101,0.391,0.208,0.0701,0.244,41.08,17319999000,ENERGY & TRANSPORTATION,418316000,WM,39.56
484,360.32,354.6,428.22,222.53,"34 MAPLE ST, MILFORD, MA, US",360.08,Common Stock,0.807,4.826,1000697,USA,USD,"Waters Corporation is a publicly traded Analytical Laboratory instrument and software company headquartered in Milford, Massachusetts.",11.16,None,None,0,962024000,11.16,22.7,8.2,1996-11-26,NYSE,December,30.96,1358676000,LABORATORY ANALYTICAL INSTRUMENTS,,2021-09-30,21780193000,Waters Corporation,,0.303,2.691,31.97,72.46,7.96,0.254,0.281,0.11,0.179,547.95,44.22,2736083000,LIFE SCIENCES,61036000,WAT,31.97
485,92.95,89.62,101.1,78.81,"231 W MICHIGAN ST, P O BOX 1331, MILWAUKEE, WI, US",96.42,Common Stock,0.209,34.58,783325,USA,USD,"WEC Energy Group, based in Milwaukee, Wisconsin, provides electricity and natural gas to 4.4 million customers across four states.",4.15,2021-12-01,2.665,0.0299,2896400000,4.15,14.0,5.32,2021-11-10,NYSE,December,20.53,2908200000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,27994857000,WEC Energy Group Inc,,0.23,2.865,21.39,2.575,3.479,0.163,0.095,0.058,0.0313,0.121,25.52,8047500000,ENERGY & TRANSPORTATION,315435000,WEC,21.39
496,106.36,89.51,143.88,78.55,"3131 LAS VEGAS BOULEVARD SOUTH, LAS VEGAS, NV, US",105.83,Common Stock,2.412,0.895,1174922,USA,USD,"Wynn Resorts, Limited is an American publicly traded corporation based in Paradise, Nevada that is a developer and operator of high end hotels and casinos.",-7.59,2020-03-06,1,0.0106,312329000,-7.59,75.33,5.96,2020-02-25,NASDAQ,December,104.17,880142000,HOTELS & MOTELS,,2021-09-30,10866068000,Wynn Resorts Limited,,-0.118,0.528,None,13.94,3.189,-0.249,0,1.685,-0.019,-5.61,30.49,3407434000,REAL ESTATE & CONSTRUCTION,115658000,WYNN,-
497,67.56,63.86,72.77,56.05,"414 NICOLLET MALL, MINNEAPOLIS, MN, US",71.14,Common Stock,0.352,28.18,72903,USA,USD,"Xcel Energy Inc. is a utility holding company based in Minneapolis, Minnesota, serving more than 3.7 million electric customers and 2.1 million natural gas customers in Minnesota, Michigan, Wisconsin, North Dakota, South Dakota, Colorado, Texas, and New Mexico as of 2019. It consists of four operating subsidiaries: Northern States Power-Minnesota, Northern States Power-Wisconsin, Public Service Company of Colorado, and Southwestern Public Service Co.",2.924,2021-10-20,1.802,0.0284,4406000000,2.924,12.82,4.479,2021-09-14,NASDAQ,December,20.2,4914000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,34006614000,Xcel Energy Inc,,0.169,3.038,21.59,2.255,2.611,0.121,-0.009,0.09,0.0247,0.108,24.26,13023000000,ENERGY & TRANSPORTATION,538676000,XEL,21.59
498,146.12,172.03,216.63,111.63,"2100 LOGIC DR, SAN JOSE, CA, US",192,Common Stock,1.04,13.7,743988,USA,USD,"Xilinx, Inc. is an American technology company that is primarily a supplier of programmable logic devices. The company invented the field-programmable gate array (FPGA).",3.219,2021-11-15,0.38,0.0018,1026163000,3.219,46.75,14.36,2021-11-05,NASDAQ,March,54.35,2180995000,SEMICONDUCTORS & RELATED DEVICES,,2021-09-30,52996743000,Xilinx Inc,,0.24,4.947,66.42,15.24,15.28,0.231,0.19,0.221,0.0899,0.274,14.12,3468767000,MANUFACTURING,247880000,XLNX,66.42
499,124.1,127.07,138.78,92.92,"1133 WESTCHESTER AVENUE, WHITE PLAINS, NY, US",122.27,Common Stock,1.034,17.16,1524472,USA,USD,"Xylem Inc. is a large American water technology provider, in public utility, residential, commercial, agricultural and industrial settings.",2.549,2021-09-23,1.1,0.0084,876000000,2.549,28.31,4.722,2021-08-25,NYSE,December,42.02,1836000000,PUMPS & PUMPING EQUIPMENT,,2021-09-30,23537822000,Xylem Inc,,0.12,2.756,51.21,7.6,4.488,0.0881,2.15,0.037,0.0473,0.155,29.1,5245000000,TECHNOLOGY,180325000,XYL,51.21
500,123.71,124.85,135.27,99.91,"1441 GARDINER LANE, LOUISVILLE, KY, US",136.71,Common Stock,1.01,-26.3,1041061,USA,USD,"Yum! Brands, Inc. is an American fast food corporation listed on the Fortune 1000. Yum! operates the brands KFC, Pizza Hut, Taco Bell, The Habit Burger Grill, and WingStreet worldwide, except in China, where the brands are operated by a separate company, Yum China.",5.18,2021-09-10,0.5,0.004,2274000000,5.18,20.05,7.26,2021-08-26,NYSE,December,25,2692000000,RETAIL-EATING PLACES,,2021-09-30,36706116000,Yum! Brands Inc,,0.328,1.894,24.18,-,5.7,0.245,0.902,0.109,0.211,-99999.99,21.53,6437000000,TRADE & SERVICES,293133000,YUM,24.18
0,64.19,63.45,69.45,50.54,"1200 MAIN STREET, KANSAS CITY, MO, US",69.75,Common Stock,0.427,40.64,1711269,USA,USD,"Evergy is an American investor-owned utility (IOU) with publicly traded stock that has its headquarters in Topeka, Kansas, and in Kansas City, Missouri.",3.836,2021-12-20,2.14,0.0331,2276500000,3.836,11.09,4.601,2021-11-18,NYSE,December,18.45,2454500000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,14780872000,Evergy Inc,,0.24,1.408,16.8,1.59,2.659,0.158,0.219,0.065,0.0303,0.0983,24.34,5559000000,ENERGY & TRANSPORTATION,229303000,EVRG,16.8
1,15.01,14.95,16.48,9.91,"11445 COMPAQ CENTER WEST DRIVE, HOUSTON, TX, UNITED STATES",17.71,Common Stock,1.226,13.02,1645590,USA,USD,"The Hewlett Packard Enterprise Company (HPE) is an American multinational enterprise information technology company based in Houston, Texas, United States.",0.782,2021-10-06,0.48,0.0301,4770000000,0.782,6.79,1.15,2021-09-10,NYSE,October,7.85,8496000000,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,,2021-07-31,19149853000,Hewlett Packard Enterprise Company,,0.0782,0.678,18.72,1.225,0.693,0.0373,40.64,0.012,0.0236,0.062,21.19,27638000000,TRADE & SERVICES,1308050000,HPE,18.72
2,194.9,182.59,231.8,124.16,"160 S INDUSTRIAL BLVD, PO BOX 12069, CALHOUN, GA, US",214.21,Common Stock,1.496,128.59,851968,USA,USD,"Mohawk Industries is an American flooring manufacturer based in Calhoun, Georgia, United States. Mohawk produces floor covering products for residential and commercial applications in North America and residential applications in Europe.",49.9,None,None,0,2014656000,49.9,6.69,1.202,None,NYSE,December,10.98,2533073000,CARPETS & RUGS,,2021-09-30,12021825000,Mohawk Industries Inc,,0.127,0.932,3.557,1.344,1.085,0.0986,0.369,0.094,0.0624,0.129,158.62,11081640000,MANUFACTURING,67732000,MHK,3.557
3,208.15,221.56,240.96,140.77,"2635 EAST MILLBROOK ROAD, RALEIGH, NC, US",240.65,Common Stock,1.29,52.44,1158449,USA,USD,"Advance Auto Parts, Inc. (Advance) is an American automotive aftermarket parts provider. Headquartered in Raleigh, North Carolina, it serves both professional installer and do-it-yourself (DIY) customers.",9.28,2021-10-01,1.75,0.0073,1224954000,9.28,15.58,1.593,2021-09-16,NYSE,December,18.83,4484775000,RETAIL-AUTO & HOME SUPPLY STORES,,2021-06-30,15040787000,Advance Auto Parts Inc,,0.0895,1.158,25.72,4.55,1.382,0.0573,0,0.059,0.0513,0.178,162.94,10886844000,TRADE & SERVICES,63001000,AAP,25.72
4,45.42,42.13,51.4,40.25,"1 HORMEL PL, AUSTIN, MN, US",45.75,Common Stock,-0.0057,12.51,48465,USA,USD,"Hormel Foods Corporation is an American company founded in 1891 in Austin, Minnesota, by George A. Hormel as George A. Hormel & Company. Originally focusing on the packaging and selling of ham, Spam, sausage and other pork, chicken, beef and lamb products to consumers; by the 1980s, Hormel began offering a wider range of packaged and refrigerated foods.",1.58,2021-11-15,0.968,0.0223,1356863000,1.58,20.3,2.563,2021-10-15,NYSE,October,22.57,1905964000,MEAT PACKING PLANTS,,2021-07-31,23590377000,Hormel Foods Corporation,,0.11,4.06,27.52,3.464,2.279,0.0832,-0.135,0.202,0.0649,0.132,19.16,10351543000,MANUFACTURING,542557000,HRL,27.52
5,160.6,161.74,172.22,120.57,"28 LIBERTY STREET, 41ST FLOOR, NEW YORK, NY, US",194.67,Common Stock,0.642,99.81,1267238,USA,USD,"Assurant, Inc. is a global provider of risk management products and services with headquarters in New York City.",22.64,2021-12-20,2.64,0.0165,1177500000,22.64,-,0.886,2021-08-27,NYSE,December,12.8,1021700000,"INSURANCE CARRIERS, NEC",,2021-09-30,9128807000,Assurant Inc,,0.0961,1.46,7.08,1.591,0.867,0.132,0.18,0.11,0.0164,0.0904,176.42,10524200000,FINANCE,56977000,AIZ,7.08
6,55.69,56.4,59.26,41.6,"667 MADISON AVE, NEW YORK, NY, US",60,Common Stock,0.934,70.21,60086,USA,USD,"Loews Corporation is an American conglomerate headquartered in New York City. The company's majority-stake holdings include CNA Financial Corporation, Diamond Offshore Drilling, Boardwalk Pipeline Partners, Loews Hotels and Altium Packaging.",6.15,2021-08-31,0.25,0.0043,3414000000,6.15,-,1.662,2021-11-23,NYSE,December,-,3810000000,"FIRE, MARINE & CASUALTY INSURANCE",,2021-09-30,14462524000,Loews Corporation,,0.182,2.69,9.27,0.82,0.986,0.111,0.709,-0.027,0.0208,0.0937,55.35,14671000000,FINANCE,253684000,L,9.27
7,84.11,91.13,94.69,48.81,"1395 CROSSMAN AVENUE, SUNNYVALE, CA, US",95.75,Common Stock,1.214,3.214,1002047,USA,USD,"NetApp, Inc. is an American hybrid cloud data services and data management company headquartered in Sunnyvale, California. Founded in 1992 with an IPO in 1995, NetApp offers cloud data services for management of applications and data both online and physically.",3.749,2021-10-27,1.94,0.0211,1227000000,3.749,13.77,3.205,2021-10-07,NASDAQ,April,18.32,3815000000,COMPUTER STORAGE DEVICES,,2021-07-31,20079647000,NetApp Inc,,0.18,1.458,23.95,28.55,3.404,0.145,1.526,0.119,0.0755,1.703,26.51,5899000000,TECHNOLOGY,223629000,NTAP,23.95
8,36.04,36.85,40.73,27.31,"220 OCCIDENTAL AVENUE SOUTH, SEATTLE, WA, US",41.78,Common Stock,1.754,13.84,106535,USA,USD,"Weyerhaeuser Company is an American timberland company which owns nearly 12,400,000 acres of timberlands in the U.S. and manages an additional 14,000,000 acres timberlands under long-term licenses in Canada. The company also manufactures wood products. Weyerhaeuser is a real estate investment trust.",3.311,2021-10-19,0.68,0.0185,3999000000,3.311,7.72,3.034,2021-10-04,NYSE,December,16.16,2085000000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,27662232000,Weyerhaeuser Company,,0.351,5.4,11.15,2.659,2.75,0.247,0.689,0.111,0.128,0.263,13.43,10058000000,REAL ESTATE & CONSTRUCTION,749045000,WY,11.15
9,60.27,60.06,67.77,50.83,"17450 COLLEGE PARKWAY, LIVONIA, MI, US",73.77,Common Stock,1.335,0.409,62996,USA,USD,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,1.822,2021-11-29,0.845,0.0131,1202000000,1.822,17.04,2.195,2021-11-10,NYSE,December,15.9,2587000000,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",,2021-09-30,16092657000,Masco Corporation,,0.128,1.807,36.19,83.32,1.959,0.0576,-0.152,0.111,0.118,6253.33,32.4,8213000000,MANUFACTURING,244087000,MAS,36.19
10,82.34,83.12,89.16,57.95,"4500 DORR STREET, TOLEDO, OH, US",91.82,Common Stock,0.988,38.74,766704,USA,USD,Welltower Inc. is a real estate investment trust that invests in healthcare infrastructure.,1.035,2021-11-23,2.44,0.028,1727367000,1.035,32.32,11.21,2021-11-15,NYSE,December,57.14,1983500000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,37098492000,Welltower Inc,,0.157,1.782,82.35,2.188,8.14,0.0969,-0.461,0.196,0.0136,0.0261,10.84,4554867000,REAL ESTATE & CONSTRUCTION,435275000,WELL,82.35
11,151.82,157.91,174.68,129.61,"152 WEST 57TH ST, 42ND FLOOR, NEW YORK, NY, US",174.32,Common Stock,1.21,13.72,891103,USA,USD,"Match Group, Inc. offers dating products globally. The company is headquartered in Dallas, Texas.",1.884,2018-12-19,2,0.0134,897237000,1.884,54.08,16.16,2015-11-10,NASDAQ,December,41.84,1758963000,"RETAIL-RETAIL STORES, NEC",,2021-09-30,41599341000,Match Group Inc,,0.298,1.898,78.0,10.97,14.71,0.199,-0.1,0.253,0.14,0.499,10.44,2828614000,TRADE & SERVICES,283085000,MTCH,78.0
12,34.88,33.26,38.36,31.46,"ONE CONAGRA DR, OMAHA, NE, US",36.82,Common Stock,0.755,17.84,23217,USA,USD,"Conagra Brands, Inc. (formerly ConAgra Foods) is an American consumer packaged goods holding company headquartered in Chicago, Illinois. Conagra makes and sells products under various brand names that are available in supermarkets, restaurants, and food service establishments.",2.481,2021-12-01,1.137,0.0354,2209300000,2.481,11.84,2.203,2021-10-29,NYSE,May,12.99,3216300000,FOOD AND KINDRED PRODUCTS,,2021-08-31,15395651000,Conagra Brands Inc,,0.167,2.854,12.94,1.798,1.38,0.108,-0.269,-0.01,0.0518,0.143,23.06,11159100000,MANUFACTURING,479690000,CAG,12.94
